time	sum_h_out_002_001
3.585428148422616e-07	-8.965274268442323e-02
3.595193773422617e-07	-8.965274268443144e-02
3.604959398422617e-07	-8.965274268446337e-02
3.614725023422617e-07	-8.965274268447479e-02
3.624490648422617e-07	-8.965274268444176e-02
3.634256273422618e-07	-8.965274268444340e-02
3.644021898422618e-07	-8.965274268445407e-02
3.653787523422618e-07	-8.965274268446355e-02
3.663553148422618e-07	-8.965274268443706e-02
3.673318773422618e-07	-8.965274268448718e-02
3.683084398422619e-07	-8.965274268450132e-02
3.692850023422619e-07	-8.965274268449544e-02
3.702615648422619e-07	-8.965274268450443e-02
3.712381273422619e-07	-8.965274268452682e-02
3.722146898422620e-07	-8.965274268454346e-02
3.731912523422620e-07	-8.965274268456389e-02
3.741678148422620e-07	-8.965274268451229e-02
3.751443773422620e-07	-8.965274268447909e-02
3.761209398422621e-07	-8.965274268448511e-02
3.770975023422621e-07	-8.965274268452092e-02
3.780740648422621e-07	-8.965274268451248e-02
3.790506273422621e-07	-8.965274268449247e-02
3.800271898422622e-07	-8.965274268448320e-02
3.810037523422622e-07	-8.965274268450876e-02
3.819803148422622e-07	-8.965274268448331e-02
3.829568773422622e-07	-8.965274268445565e-02
3.839334398422623e-07	-8.965274268444361e-02
3.849100023422623e-07	-8.965274268446521e-02
